sentence	label	e1	e2
The <e1> BET1 </e1> and <e2> BOS1 </e2> genes are not functionally equivalent ; overproduction of BOS1 does not alleviate the lethality associated with disruption of BET1	0	BET1	BOS1
<e1> GCN2 </e1> is a protein kinase in Saccharomyces cerevisiae that is required for increased expression of the transcriptional activator <e2> GCN4 </e2> in amino acid - starved cells .	0	GCN2	GCN4
<e1> RAD1 </e1> and <e2> RAD10 </e2> are also involved in a specialized mitotic recombination pathway .	0	RAD1	RAD10
We propose that lowering the function of this high - molecular - weight complex , or of <e1> eIF- 2 </e1> itself , in amino acid - starved cells leads to reduced ribosomal recognition of the uORFs and increased translation initiation at the <e2> GCN4 </e2> start codon .	1	eIF- 2	GCN4
We show that suppression of rad6 delta is dependent on the RAD52 recombinational repair pathway since suppression is not observed in the rad6 delta SRS2 strain containing an additional mutation in either the RAD51 , RAD52 , <e1> RAD54 </e1> , <e2> RAD55 </e2> or RAD57 genes .	0	RAD54	RAD55
GCD factors are thought to be antagonized by the positive regulators <e1> GCN1 </e1> , GCN2 and <e2> GCN3 </e2> in amino acid-starved cells to allow for increased GCN4 protein synthesis .	0	GCN1	GCN3
In addition , we have demonstrated that increased gene dosage of either <e1> SIR1 </e1> or <e2> SIR4 </e2> , two other factors required for silencing , suppresses the silencing defect of the rap1 mutants .	0	SIR1	SIR4
<e1> pim1 </e1> mutants are fully rescued by overexpression of spi1 a newly identified essential gene whose predicted product shares 81 % identity with human <e2> TC4 </e2> .	0	pim1	TC4
These findings suggest that the phosphatase activity of <e1> GLC7 </e1> acts in opposition to the kinase activity of <e2> GCN2 </e2> in modulating the level of eIF - 2 alpha phosphorylation and the translational efficiency of GCN4 mRNA .	1	GLC7	GCN2
We have now analyzed interactions between <e1> SPT4 </e1> , <e2> SPT5 </e2> and SPT6	1	SPT4	SPT5
Either <e1> RPS7A </e1> or <e2> RPS7 B </e2> will support growth .	1	RPS7A	RPS7 B
Interaction with various mutants and plasmid overexpression experiments suggest that <e1> stf1 </e1> does not operate either upstream or downstream of wee1 Similarly , it does not operate through <e2> cdc25 </e2> since it rescues the disruption .	0	stf1	cdc25
A detailed examination of the genetic interaction of <e1> cdr1 </e1> mutants with various mutants of mitotic control genes cdc2 cdc25 , <e2> wee1 </e2> , cdc13 ) demonstrated strong interactions with cdc25 , some cdc2 alleles , and with cdc13 -117 .	0	cdr1	wee1
Taken together , these genetic and biochemical results indicate that <e1> SPT4 </e1> , <e2> SPT5 </e2> and SPT6 function together in a transcriptional process that is essential for viability in yeast .	1	SPT4	SPT5
Suppression is due to mutations at nuclear loci designated EXA1 EXA2 and <e1> EXA3 </e1> for EXtragenic suppressor hsp70 subfamily A . Two of the four EXA1 alleles are dominant as is <e2> EXA3- 1 </e2> .	0	EXA3	EXA3- 1
Interestingly , a portion of the eIF- 2 present in cell extracts also cofractionated and coimmunoprecipitated with these regulatory proteins but was dissociated from the GCD1 / <e1> GCD2 </e1> / <e2> GCN3 </e2> complex by 0.5 M KCl .	0	GCD2	GCN3
The morphological and nutritional defects associated with loss of the <e1> CAP </e1> C- terminal domain are suppressed by over - expression of PFY , the gene encoding <e2> profilin </e2> an actin- and polyphosphoinositide - binding protein .	0	CAP	profilin
SLU1 and SLU2 are essential for the first catalytic step of splicing , while SLU7 and <e1> SLU4 </e1> ( an allele of <e2> PRP17 </e2> [ U. Vijayraghavan , M. Company , and J. Abelson , Genes Dev. 3:1206-1216 , 1989 ] ) are required only for the second step of splicing .	0	SLU4	PRP17
The reversible interactions of <e1> C5 </e1> with <e2> C6 </e2> C7 and major polypeptide fragments derived from these were investigated with solid phase binding assays .	0	C5	C6
We suggest that the <e1> RAD1 </e1> and <e2> RAD10 </e2> gene products act in recombination after the formation of the recombinogenic substrate .	0	RAD1	RAD10
<e1> BEM1 </e1> maps centromere distal to TYR1 on chromosome II , and BEM2 maps between SPT15 and <e2> STP2 </e2> on chromosome V .	0	BEM1	STP2
The truncated form of GLC7 does not suppress the regulatory defect associated with a <e1> gcn2 </e1> deletion or a mutation in the phosphorylation site of <e2> eIF- 2 alpha </e2> ( Ser - 51 ) .	0	gcn2	eIF- 2 alpha
Furthermore , mAb binding to CD19 <e1> CD21 </e1> <e2> TAPA- 1 </e2> , and Leu- 13 on B cell lines induced similar biologic responses , including the induction of homotypic adhesion , inhibition of proliferation , and an augmentation of the increase in intracellular [ Ca2 + ] induced by suboptimal cross-linking of surface Ig on B cell lines .	0	CD21	TAPA- 1
These results confirm previous predictions , based upon genetic interactions between the SEC genes , that <e1> Sec61 </e1> , Sec62 and <e2> Sec63 </e2> act together to facilitate protein translocation into the ER .	0	Sec61	Sec63
In a <e1> pma1 </e1> 1 mutant strain whose ATPase activity is insensitive to vanadate , the overexpressed <e2> pma2 </e2> gene restores vanadate sensitivity .	1	pma1	pma2
The sequence shows a high level of identity with protein kinases over the amino - terminal catalytic domain , and limited identity with yeast protein kinases SNF1 , <e1> KIN2 </e1> and <e2> KIN1 </e2> over part of the carboxyl - terminal domain .	0	KIN2	KIN1
<e1> stf1 </e1> 1 is additive with <e2> wee1 </e2> 50 , cdc2 - 1w and cdc2 - 3w for suppression of cdc25 22 .	0	stf1	wee1
The <e1> SRP3 </e1> 1 mutation is an allele - specific suppressor of temperature - sensitive mutations in the largest subunit <e2> A190 </e2> of RNA polymerase I from Saccharomyces cerevisiae .	1	SRP3	A190
We propose that SWI4 participates in a positive feedback loop by which <e1> CLN1 </e1> CLN2 , and possibly <e2> HCS26 </e2> promote their own transcription in G1 .	0	CLN1	HCS26
Sequence analysis indicates that all these SED genes encode membrane proteins : <e1> SED1 </e1> encodes a probable cell surface glycoprotein ; SED2 is identical to SEC12 , a gene required for the formation of ER - derived transport vesicles ; <e2> SED4 </e2> encodes a protein whose cytoplasmic domain is 45 % identical to that of Sec12 p ; SED3 is DPM1 the structural gene for dolichol - P- mannose synthase .	0	SED1	SED4
These results suggest that the <e1> CDC7 </e1> and <e2> DBF4 </e2> polypeptides interact directly or indirectly to permit initiation of yeast chromosome replication .	1	CDC7	DBF4
<e1> RPD3 </e1> is required for both full repression and full activation of transcription of target genes including PHO5 , STE6 , and <e2> TY2 </e2> .	0	RPD3	TY2
The phenotype of cells lacking <e1> PFY </e1> resembles that of cells lacking the <e2> CAP </e2> C - terminal domain .	0	PFY	CAP
Comparative analysis of the predicted amino acid sequence has shown that the CAL1 product has similarity to two yeast proteins : the DPR1 ( <e1> RAM </e1> ) gene product that is involved in processing of ras protein at the farnesylation step , and the essential <e2> ORF2 </e2> protein whose structural gene has a head - to - head arrangement with PRP4 , which is involved in mRNA processing .	0	RAM	ORF2
The sequence shows a high level of identity with protein kinases over the amino - terminal catalytic domain , and limited identity with yeast protein kinases <e1> SNF1 </e1> , <e2> KIN2 </e2> and KIN1 over part of the carboxyl - terminal domain .	0	SNF1	KIN2
Either <e1> FUS3 </e1> or <e2> KSS1 </e2> can execute this function ; when neither gene encoding these protein kinases is present , signal transduction is blocked , causing sterility .	0	FUS3	KSS1
We identified two new Saccharomyces cerevisiae kinesin - related genes , <e1> KIP1 </e1> and <e2> KIP2 </e2> , using polymerase chain reaction primers corresponding to highly conserved regions of the kinesin motor domain .	0	KIP1	KIP2
A disruption of the third gene , PPH3 , did not in itself affect growth , but it completely prevented growth of spores disrupted for both <e1> PPH21 </e1> and <e2> PPH22 </e2>	0	PPH21	PPH22
The interaction - defective rad1 mutant resembles the rad1 or rad10 null mutant in defective DNA repair and recombination , implying that complex formation is essential for the expression of biological activities controlled by <e1> RAD1 </e1> and <e2> RAD10 </e2>	0	RAD1	RAD10
Both <e1> RAD9 </e1> and <e2> BUB2 </e2> appear to be involved in the cellular response to a dicentric chromosome , since the conditionally dicentric rad9 bub2 double mutant was highly inviable .	1	RAD9	BUB2
Overexpression of <e1> CAP1 </e1> and <e2> CAP2 </e2> also causes loss of actin cables and cell enlargement , as well as the additional traits of aberrant morphogenesis and cell wall thickening .	1	CAP1	CAP2
<e1> RAD3 </e1> and <e2> RAD52 </e2> genes act independently in processing DNA damage induced by high concentrations of bleomycin .	0	RAD3	RAD52
The SPT4 , <e1> SPT5 </e1> and SPT6 genes of Saccharomyces cerevisiae were identified originally by mutations that suppress delta insertion mutations at HIS4 and <e2> LYS2 </e2> .	0	SPT5	LYS2
In addition to binding soluble <e1> p62 </e1> and p130 , the SH2 domains of v-Src , <e2> GAP </e2> and v-Crk directly recognized these phosphotyrosine - containing proteins which had been previously denatured and immobilized on a filter .	1	p62	GAP
Like cells mutant at <e1> byr1 </e1> and byr2 , two genes that encode putative protein kinases and that in multiple copies are also suppressors of the sporulation defects of ras1 null diploid cells , cells mutant at <e2> byr3 </e2> are viable but defective in conjugation .	0	byr1	byr3
To test the requirement for <e1> SMF1 </e1> and <e2> SMF2 </e2> the chromosomal genes were disrupted .	0	SMF1	SMF2
BEM1 maps centromere distal to TYR1 on chromosome II , and BEM2 maps between <e1> SPT15 </e1> and <e2> STP2 </e2> on chromosome V .	0	SPT15	STP2
Interestingly , a portion of the <e1> eIF- 2 </e1> present in cell extracts also cofractionated and coimmunoprecipitated with these regulatory proteins but was dissociated from the GCD1 / <e2> GCD2 </e2> / GCN3 complex by 0.5 M KCl .	0	eIF- 2	GCD2
We show that suppression of rad6 delta is dependent on the RAD52 recombinational repair pathway since suppression is not observed in the rad6 delta <e1> SRS2 </e1> strain containing an additional mutation in either the RAD51 , RAD52 , RAD54 , RAD55 or <e2> RAD57 </e2> genes .	0	SRS2	RAD57
BEM1 maps centromere distal to TYR1 on chromosome II , and <e1> BEM2 </e1> maps between <e2> SPT15 </e2> and STP2 on chromosome V .	0	BEM2	SPT15
Comparative analysis of the predicted amino acid sequence has shown that the <e1> CAL1 </e1> product has similarity to two yeast proteins : the <e2> DPR1 </e2> ( RAM ) gene product that is involved in processing of ras protein at the farnesylation step , and the essential ORF2 protein whose structural gene has a head - to - head arrangement with PRP4 , which is involved in mRNA processing .	0	CAL1	DPR1
This association may allow <e1> CD45 </e1> to engage and dephosphorylate lck or another CD4 or <e2> CD8 </e2> associated substrate in order to reset the receptor complex to receive a new set of stimuli .	1	CD45	CD8
Although a mutation of <e1> SRD1 </e1> suppresses the pre-rRNA processing defect , drug sensitivity and thermolethality of a point mutation of <e2> RRP1 </e2> it is unable to suppress a rrp1-disruption allele .	1	SRD1	RRP1
The <e1> CYC8 </e1> and <e2> TUP1 </e2> proteins from yeast cells were detected as closely spaced doublets on Western immunoblots of sodium dodecyl sulfate - polyacrylamide gels .	0	CYC8	TUP1
Mutants defective in the mitotic initiation genes <e1> cdc2 </e1> <e2> cdc25 </e2> and cdc13 were blocked in meiosis II .	0	cdc2	cdc25
This yeast strain , which is a double mutant of the <e1> ERG6 </e1> ( sterol transmethylase ) and <e2> ERG2 </e2> ( C - 8 sterol isomerase ) genes , accumulates zymosterol as its major sterol component .	1	ERG6	ERG2
Together , these data suggest that TAPA- 1 and Leu- 13 are broadly expressed members of a signal transduction complex in which lineage - specific proteins , such as <e1> CD19 </e1> and <e2> CD21 </e2> provide cell - specific functions .	1	CD19	CD21
Linker - insertion mutagenesis was used to isolate mutations in the Saccharomyces cerevisiae gene encoding the largest subunit of RNA polymerase II <e1> RPO21 </e1> also called <e2> RPB1 </e2> .	0	RPO21	RPB1
In the present studies we show that the <e1> RAD1 </e1> protein , produced by in vitro transcription and translation of the cloned gene , specifically coimmunoprecipitates with the <e2> RAD10 </e2> protein translated in vitro or purified from yeast .	0	RAD1	RAD10
The tropomyosin polypeptides were found to interact in the yeast assay system with the bZIP region of <e1> Jun </e1> but not with the bZIP region of <e2> Fos </e2>	1	Jun	Fos
These results are the first biochemical evidence of a specific association between any eukaryotic proteins genetically identified as belonging to a recombination or DNA repair pathway and suggest that the <e1> RAD1 </e1> and <e2> RAD10 </e2> proteins act at the same or consecutive biochemical steps in both nucleotide excision repair and mitotic recombination .	1	RAD1	RAD10
We have now identified a third distinct member of this class of <e1> ubiquitin </e1> conjugating enzymes , UBC1 UBC1 UBC4 and <e2> UBC5 </e2> are functionally overlapping and constitute an enzyme family essential for cell growth and viability .	0	ubiquitin	UBC5
Genetic disruption reveals that the <e1> RNR1 </e1> gene is essential for mitotic viability , whereas the <e2> RNR3 </e2> gene is not essential .	1	RNR1	RNR3
To characterize more completely the role of these genes in mating , we have conditionally overexpressed GPA1 , <e1> STE4 </e1> and <e2> STE18 </e2> using the galactose - inducible GAL1 promoter .	0	STE4	STE18
We report here the characterization of a dominant mutation , <e1> SNF1 </e1> G53R , that was isolated as a suppressor of the requirement for <e2> SNF4 </e2>	0	SNF1	SNF4
There is also a component of <e1> HOT1 </e1> activity that is independent of both <e2> RAD1 </e2> and RAD52	0	HOT1	RAD1
Previous genetic studies suggested that <e1> GCD1 </e1> <e2> GCD2 </e2> and GCN3 have closely related functions in the regulation of GCN4 expression that involve translation initiation factor 2 ( eIF - 2 ) .	0	GCD1	GCD2
Like cells mutant at <e1> byr1 </e1> and <e2> byr2 </e2> , two genes that encode putative protein kinases and that in multiple copies are also suppressors of the sporulation defects of ras1 null diploid cells , cells mutant at byr3 are viable but defective in conjugation .	0	byr1	byr2
The other two <e1> EXA1 </e1> alleles as well as the sole <e2> EXA2 </e2> allele are recessive .	0	EXA1	EXA2
The SEC8 and <e1> SEC15 </e1> genes are essential for exocytosis in the yeast Saccharomyces cerevisiae and exhibit strong genetic interactions with <e2> SEC4 </e2> , a gene of the ras superfamily .	0	SEC15	SEC4
In this study , two of the CD19 associated proteins were identified as <e1> TAPA- 1 </e1> , which is expressed on most cell types , and <e2> Leu- 13 </e2> , which is expressed on subsets of lymphoid cells .	0	TAPA- 1	Leu- 13
However , <e1> GPA1Val50 </e1> cells do not recover from division arrest in the absence of both CLN1 and CLN3 which encode G1 cyclins , indicating that the recovery - promoting activity of <e2> GPA1 </e2> Val50 requires the function of G1 cyclins .	0	GPA1Val50	GPA1
Thus , the complementation activity provided by GAL1 is not likely due to <e1> galactokinase </e1> activity , but rather due to a distinct <e2> GAL3 </e2> like activity .	0	galactokinase	GAL3
The <e1> IRA1 </e1> and IRA2 genes of S. cerevisiae encode closely related proteins that also share homology with mammalian <e2> GAP </e2> ( ras GTPase activating protein ) .	0	IRA1	GAP
The three proteins copurified through several biochemical fractionation steps and could be coimmunoprecipitated by using antibodies against <e1> GCD1 </e1> or <e2> GCD2 </e2>	0	GCD1	GCD2
We propose that <e1> BUD5 </e1> is a member of a family of <e2> CDC25 </e2> related genes that encode activators of RAS and RAS - like proteins .	1	BUD5	CDC25
Protein S7 is homologous to both human and rat ribosomal protein S4 . <e1> RPS7A </e1> and <e2> RPS7B </e2> contain introns of 257 and 269 nucleotides , respectively , located 11 nucleotides beyond the initiator AUG .	0	RPS7A	RPS7B
Disruption of either gene rescues the G2 arrest caused by mutation of the <e1> cdc25 </e1> mitotic inducer , though the effect of <e2> pyp1 </e2> disruption is more pronounced .	0	cdc25	pyp1
Failure of <e1> ncd </e1> to fully complement <e2> nod </e2> reveals the chromosome segregation machinery to be dosage sensitive .	1	ncd	nod
We show that suppression of rad6 delta is dependent on the RAD52 recombinational repair pathway since suppression is not observed in the rad6 delta SRS2 strain containing an additional mutation in either the RAD51 , RAD52 , <e1> RAD54 </e1> , RAD55 or <e2> RAD57 </e2> genes .	0	RAD54	RAD57
The results indicate that the carboxyl - terminal domains of <e1> C6 </e1> and <e2> C7 </e2> which have cysteine - rich modules homologous to those found in factors H and I , have the capacity to link specifically with C5	0	C6	C7
In contrast to the <e1> DBF2 </e1> mRNA , which is expressed under cell - cycle control at or near START [ Johnston et al. , Mol. Cell. Biol. 10 ( 1990 ) 1358 -1366 ] , the <e2> DBF20 </e2> mRNA is expressed at a low level and not under cell - cycle control .	1	DBF2	DBF20
In the absence of <e1> mik1 </e1> and wee1 activity , <e2> cdc2 </e2> rapidly loses phosphate on tyrosine , both in strains undergoing mitotic lethality and in those that are viable owing to a compensating mutation within cdc2 .	0	mik1	cdc2
Epistatic interactions indicate that the <e1> ste6 </e1> gene functions upstream of <e2> ras1 </e2>	1	ste6	ras1
In Saccharomyces cerevisiae , <e1> TFIIS </e1> is encoded by the <e2> PPR2 </e2> gene .	0	TFIIS	PPR2
<e1> FUS3 </e1> is also required for vegetative growth in haploid strains dependent upon CLN3 for cell cycle progression but is not required in strains dependent upon either CLN1 or <e2> CLN2 </e2> , suggesting a functional divergence among the three G1 cyclins .	0	FUS3	CLN2
The complex could be reconstituted in vitro by mixing extracts from strains with complementary mutations in the <e1> CYC8 </e1> and <e2> TUP1 </e2> genes .	0	CYC8	TUP1
Taken together , these genetic and biochemical results indicate that <e1> SPT4 </e1> , SPT5 and <e2> SPT6 </e2> function together in a transcriptional process that is essential for viability in yeast .	0	SPT4	SPT6
The morphological and nutritional defects associated with loss of the CAP C- terminal domain are suppressed by over - expression of <e1> PFY </e1> , the gene encoding <e2> profilin </e2> an actin- and polyphosphoinositide - binding protein .	0	PFY	profilin
We found that the 6AU sensitivity of the rpo21 mutants can be suppressed by increasing the dosage of the wild - type <e1> PPR2 </e1> gene , presumably as a result of overexpression of <e2> TFIIS </e2>	1	PPR2	TFIIS
Ribosomal protein S7 of Saccharomyces cerevisiae is encoded by two genes <e1> RPS7A </e1> and <e2> RPS7B </e2>	0	RPS7A	RPS7B
We find no evidence that <e1> sar1 </e1> is required for the effector function of <e2> ras1 </e2>	0	sar1	ras1
Furthermore , mAb binding to <e1> CD19 </e1> <e2> CD21 </e2> TAPA- 1 , and Leu- 13 on B cell lines induced similar biologic responses , including the induction of homotypic adhesion , inhibition of proliferation , and an augmentation of the increase in intracellular [ Ca2 + ] induced by suboptimal cross-linking of surface Ig on B cell lines .	1	CD19	CD21
TRK1 completely suppresses both the K+ transport defect and low pH hypersensitivity of trk2 cells , suggesting that <e1> TRK1 </e1> and <e2> TRK2 </e2> are functionally independent .	1	TRK1	TRK2
A disruption of the third gene , <e1> PPH3 </e1> , did not in itself affect growth , but it completely prevented growth of spores disrupted for both PPH21 and <e2> PPH22 </e2>	0	PPH3	PPH22
Combined disruption of <e1> MDH1 </e1> <e2> MDH2 </e2> and MDH3 loci in a haploid strain resulted in the absence of detectable cellular malate dehydrogenase activity .	1	MDH1	MDH2
In addition , 125I <e1> LPL </e1> bound to highly purified <e2> LRP </e2> in a solid - phase assay with a KD of 18 nM , and this binding could be partially displaced with alpha 2 M * ( KI = 7 nM ) and RAP ( KI = 3 nM ) .	1	LPL	LRP
In the absence of <e1> mik1 </e1> and <e2> wee1 </e2> activity , cdc2 rapidly loses phosphate on tyrosine , both in strains undergoing mitotic lethality and in those that are viable owing to a compensating mutation within cdc2 .	0	mik1	wee1
CD19 and <e1> CD21 </e1> mAb each specifically coprecipitated proteins of the same size as those precipitated by <e2> TAPA- 1 </e2> and Leu- 13 mAb from B cell lines and cDNA - transfected K562 cell lines .	0	CD21	TAPA- 1
The new mutations defined two genes , BEM1 and <e1> BEM2 </e1> ; both the bem1 and bem2 mutations are temperature sensitive and are only partially suppressed by <e2> MSB1 </e2>	1	BEM2	MSB1
Here we show that <e1> Sec61 </e1> , Sec62 and <e2> Sec63 </e2> are assembled with two additional proteins into a multisubunit membrane - associated complex .	0	Sec61	Sec63
<e1> RHO3 </e1> and <e2> RHO4 </e2> are members of the ras superfamily genes of the yeast Saccharomyces cerevisiae and are related functionally to each other .	0	RHO3	RHO4
Strains lacking the A form of <e1> eIF- 5A </e1> constructed by disruption of TIF51A with LEU2 , grow slowly , whereas strains lacking the B form , in which HIS3 was used to disrupt <e2> TIF51 B </e2> show no growth rate phenotype .	1	eIF- 5A	TIF51 B
FUS3 mediates cell cycle arrest during mating through transcriptional repression of two G1 cyclins <e1> CLN1 </e1> and <e2> CLN2 </e2> ) and through posttranscriptional inhibition of a third G1 cyclin ( CLN3 ) .	0	CLN1	CLN2
Sequence analysis indicates that all these SED genes encode membrane proteins : SED1 encodes a probable cell surface glycoprotein ; SED2 is identical to SEC12 , a gene required for the formation of ER - derived transport vesicles ; <e1> SED4 </e1> encodes a protein whose cytoplasmic domain is 45 % identical to that of Sec12 p ; SED3 is <e2> DPM1 </e2> the structural gene for dolichol - P- mannose synthase .	0	SED4	DPM1
<e1> CLB1 </e1> and <e2> CLB2 </e2> mRNA levels peak late in the cell cycle , whereas CLB3 and CLB4 are expressed earlier in the cell cycle but peak later than the G1 - specific cyclin , CLN1 .	0	CLB1	CLB2
<e1> SF </e1> and <e2> HGF </e2> purified according to their respective biological activities , were interchangeable and equally effective in assays for cell growth , motility and invasion .	0	SF	HGF
Combinations of the TPM1 disruption with sec13 or <e1> sec18 </e1> mutations , which affect early steps in the secretory pathway , block vesicle accumulation , while combinations with <e2> sec1 </e2> , sec4 or sec6 mutations , which affect a late step in the secretory pathway , have no effect on the vesicle accumulation .	0	sec18	sec1
Purification and cDNA cloning of <e1> p62 </e1> reveal extensive sequence similarity to a putative hnRNP protein , <e2> GRP33 </e2> .	0	p62	GRP33
Increased dosage of <e1> YCK1 </e1> suppressed defects caused by reduced SNF1 protein kinase activity , and increased dosage of <e2> YCK2 </e2> relieved sensitivity of wild - type cells to salt stress .	0	YCK1	YCK2
Here we show that <e1> Sec61 </e1> , <e2> Sec62 </e2> and Sec63 are assembled with two additional proteins into a multisubunit membrane - associated complex .	0	Sec61	Sec62
We recently cloned the 85 - kDa subunit of <e1> PI 3- kinase </e1> <e2> p85 </e2> from a lambda gt11 expression library , using the tyrosine - phosphorylated carboxy terminus of the epidermal growth factor EGF receptor as a probe ( E. Y. Skolnik , B. Margolis , M. Mohammadi , E. Lowenstein , R. Fischer , A. Drepps , A. Ullrich , and J. Schlessinger , Cell 65:83 -90 , 1991 ) .	0	PI 3- kinase	p85
Strains containing mutations in <e1> SIT4 </e1> are sensitive to the loss of either CLN2 or <e2> CLN3 </e2> function .	1	SIT4	CLN3
The deduced amino acid sequences of these genes have revealed that <e1> PHO85 </e1> is likely to encode a protein kinase , whereas no potential function has been revealed for <e2> PHO80 </e2>	0	PHO85	PHO80
The formation and structure of the complement cytolytic intermediary complex , <e1> C5 b </e1> 7 , were studied with the aim of determining the interactive regions of C5 C6 and <e2> C7 </e2>	0	C5 b	C7
The molecules that co-precipitated with either <e1> CD4 </e1> or <e2> CD8 </e2> and had an apparent kDa of 180 to 205 could be immunodepleted with anti CD45 mAb.	0	CD4	CD8
These genes form two classes based on sequence relatedness : <e1> CLB1 </e1> and <e2> CLB2 </e2> show highest homology to the Schizosaccharomyces pombe cyclin- B homolog cdc13 involved in the initiation of mitosis , whereas CLB3 and CLB4 are more highly related to the S. pombe cyclin- B homolog cig1 , which appears to play a role in G1 or S phase .	0	CLB1	CLB2
Genetic and biochemical analyses suggest that wild - type levels of high - affinity glucose transport require the products of both the <e1> HXT2 </e1> and <e2> SNF3 </e2> genes ; these genes are not linked .	0	HXT2	SNF3
<e1> UBC4 </e1> and <e2> UBC5 </e2> enzymes generate high mol .	0	UBC4	UBC5
We have isolated two novel genes , designated as <e1> RHO3 </e1> ( on chromosome IX ) and <e2> RHO4 </e2> ( on chromosome XI ) , belonging to the ras superfamily , from the yeast Saccharomyces cerevisiae .	0	RHO3	RHO4
The different affinities of <e1> TRK1 </e1> trk2 delta cells and trk1 delta <e2> TRK2 </e2> cells for K+ underscore the functional independence of the high - and low - affinity transporters .	1	TRK1	TRK2
The <e1> SAC6 </e1> gene was found by suppression of a yeast <e2> actin </e2> mutation .	0	SAC6	actin
We show that suppression of rad6 delta is dependent on the RAD52 recombinational repair pathway since suppression is not observed in the rad6 delta SRS2 strain containing an additional mutation in either the RAD51 , <e1> RAD52 </e1> , RAD54 , RAD55 or <e2> RAD57 </e2> genes .	0	RAD52	RAD57
We show that suppression of rad6 delta is dependent on the RAD52 recombinational repair pathway since suppression is not observed in the rad6 delta SRS2 strain containing an additional mutation in either the RAD51 , <e1> RAD52 </e1> , <e2> RAD54 </e2> , RAD55 or RAD57 genes .	0	RAD52	RAD54
The <e1> pma2 </e1> gene , unlike <e2> pma1 </e2> is weakly expressed and not essential to mitotic growth .	0	pma2	pma1
These findings demonstrate an in vivo role for the well - documented biochemical interaction between <e1> fimbrin </e1> and <e2> actin </e2>	1	fimbrin	actin
We recently cloned the 85 - kDa subunit of <e1> PI 3- kinase </e1> p85 from a lambda gt11 expression library , using the tyrosine - phosphorylated carboxy terminus of the epidermal growth factor <e2> EGF </e2> receptor as a probe ( E. Y. Skolnik , B. Margolis , M. Mohammadi , E. Lowenstein , R. Fischer , A. Drepps , A. Ullrich , and J. Schlessinger , Cell 65:83 -90 , 1991 ) .	0	PI 3- kinase	EGF
GCD factors are thought to be antagonized by the positive regulators GCN1 , <e1> GCN2 </e1> and GCN3 in amino acid-starved cells to allow for increased <e2> GCN4 </e2> protein synthesis .	0	GCN2	GCN4
Immunoprecipitation studies with B cell lines solubilized by digitonin have shown <e1> CD19 </e1> to be part of a multimolecular complex that includes <e2> CD21 </e2> CR2 and other unidentified proteins .	0	CD19	CD21
Sequence analysis indicates that all these SED genes encode membrane proteins : SED1 encodes a probable cell surface glycoprotein ; <e1> SED2 </e1> is identical to <e2> SEC12 </e2> , a gene required for the formation of ER - derived transport vesicles ; SED4 encodes a protein whose cytoplasmic domain is 45 % identical to that of Sec12 p ; SED3 is DPM1 the structural gene for dolichol - P- mannose synthase .	0	SED2	SEC12
Interestingly , <e1> SRN1 </e1> is not a negative regulator of <e2> RNA1 </e2> at the transcriptional , translational , or protein stability level .	0	SRN1	RNA1
Three of these <e1> CLB1 </e1> <e2> CLB2 </e2> and CLB4 ) encode proteins strongly homologous to G2 - specific B - type cyclins .	0	CLB1	CLB2
Mutations in <e1> CCR4 </e1> also suppress the transcription at the ADH2 and his4 - 912delta loci caused by defects in the SPT10 ( CRE1 ) and SPT6 <e2> CRE2 </e2> genes .	1	CCR4	CRE2
Disruption of <e1> pyp1 </e1> advances mitosis , suppresses overexpression of the tyrosine kinase encoded by the wee1 mitotic inhibitor , and causes lethal mitotic catastrophe in <e2> cdc25 </e2> overproducer cells .	1	pyp1	cdc25
<e1> stf1 </e1> 1 functions additively with cdc2 - 1w , cdc2 - 3w , or wee1 - 6 to rescue <e2> cdc25 </e2>	0	stf1	cdc25
Overall , the results are interpretable within the framework of the existing model of cdr1 / nim1 action in mitotic control , i.e. , <e1> cdr1 </e1> functions upstream of <e2> wee1 </e2> to relieve mitotic inhibition .	0	cdr1	wee1
The <e1> RAS1 </e1> and RAS2 proteins overexpressed in ira mutants accumulated in the GTP - bound form , whereas in the wild - type strain the proteins were found mostly in the GDP - bound form , indicating that <e2> IRA1 </e2> and IRA2 negatively regulate the level of RAS - GTP .	1	RAS1	IRA1
These results suggest that Gcr2 has transcriptional activation activity and that the <e1> GCR1 </e1> and <e2> GCR2 </e2> gene products function together .	1	GCR1	GCR2
The receptor for <e1> SF </e1> and <e2> HGF </e2> was identified as the product of the MET oncogene by : ( i ) ligand binding and coprecipitation in immunocomplexes ; ( ii ) chemical crosslinking to the Met beta subunit ; ( iii ) transfer of binding activity in insect cells by a baculovirus carrying the MET cDNA ; ( iv ) ligand - induced tyrosine phosphorylation of the Met beta subunit .	0	SF	HGF
Sequence analysis indicates that all these SED genes encode membrane proteins : <e1> SED1 </e1> encodes a probable cell surface glycoprotein ; <e2> SED2 </e2> is identical to SEC12 , a gene required for the formation of ER - derived transport vesicles ; SED4 encodes a protein whose cytoplasmic domain is 45 % identical to that of Sec12 p ; SED3 is DPM1 the structural gene for dolichol - P- mannose synthase .	0	SED1	SED2
<e1> BEM1 </e1> maps centromere distal to TYR1 on chromosome II , and BEM2 maps between <e2> SPT15 </e2> and STP2 on chromosome V .	0	BEM1	SPT15
Subsequent analysis has demonstrated that <e1> spt4 </e1> , <e2> spt5 </e2> and spt6 mutations confer similar pleiotropic phenotypes .	0	spt4	spt5
