sentence	label	e1	e2
Intriguingly, the loss of <e1> MKP3 protein </e1> was associated with ubiquitination/proteosome degradation mediated by high intracellular reactive oxygen species (ROS) accumulation such as hydrogen peroxide in <e2> ovarian cancer </e2> cells.	0	MKP3 protein	ovarian cancer
Our findings show, for the first time, that DC is a natural tumor promoter by elevating <e1> Flk-1 </e1> and decreasing ceramide-mediated apoptosis of <e2> breast cancer </e2> progenitor cells.	1	Flk-1	breast cancer
A novel component of the ubiquitin pathway, <e1> ubiquitin carboxyl extension protein 1 </e1> is overexpressed in <e2> prostate cancer </e2> .	0	ubiquitin carboxyl extension protein 1	prostate cancer
We propose that, in the <e2> ovarian tumour </e2> microenvironment, interaction between tumour cells and fibroblasts may enhance fibroblast production of the proMMP-2 and <e1> TIMP-2 </e1> .	0	TIMP-2	ovarian tumour
Human folate receptor alpha ( <e1> FRalpha </e1> ) is a folate-binding protein that is selectively overexpressed in <e2> ovarian carcinoma </e2> and has been regarded as a suitable target antigen for immunotherapy purposes.	0	FRalpha	ovarian carcinoma
These results suggest that <e1> p53 </e1> accumulation occurs more frequently in tumors with aggressive behavior and that p53 immunoreactivity may have a prognostic role in certain subsets of patients with <e2> ovarian carcinoma </e2> .	0	p53	ovarian carcinoma
<e1> BRCA1 </e1> expression is decreased or absent in a significant proportion of sporadic breast and <e2> ovarian cancers </e2> , suggesting a wider role in these tumor types.	0	BRCA1	ovarian cancers
Increase in <e1> nitric oxide synthase </e1> activity might be related to the growth and malignant behavior of <e2> ovarian cancer </e2> .	1	nitric oxide synthase	ovarian cancer
<e1> Angiopoietin-1 </e1> and Ang-2 levels were significantly elevated in serum samples of patients with <e2> ovarian carcinoma </e2> compared with healthy controls (P = 0.0005 and P < 0.0005, respectively).	0	Angiopoietin-1	ovarian carcinoma
Elevation of <e1> GC UNC-45 </e1> levels by ectopic expression enhanced the rate of <e2> ovarian cancer </e2> cell proliferation, whereas siRNA knockdown of GC UNC-45 suppressed proliferation without altering myosin II levels.	1	GC UNC-45	ovarian cancer
Arsenite induces <e1> p70S6K1 </e1> activation and HIF-1alpha expression in <e2> prostate cancer </e2> cells.	0	p70S6K1	prostate cancer
In <e2> MCF-7 </e2> , mimicking E2, T3 stimulated growth in a dose-dependent (10(10) M - 10(-8) M) manner, induced the expression of <e1> progesterone receptor </e1> and growth factor TGFalpha mRNAs and inhibited that of TGFbeta mRNA; T3 also increased progesterone binding and LDH5 isozyme activities.	0	progesterone receptor	MCF-7
Overexpression of <e1> TUBB3 protein </e1> was observed in 56 (85%) of the 66 <e2> ovarian cancers </e2> , and was significantly associated with aggressive tumor behavior (advanced stage, presence of ascites, suboptimal cytoreduction at surgery and presence of lymph node metastasis) (P<0.05).	0	TUBB3 protein	ovarian cancers
Lysophosphatidic acid (LPA), at concentrations present in ascitic fluid, indirectly stimulates the growth of malignant ovarian tumors by increasing the expression of vascular endothelial growth factor ( <e1> VEGF </e1> ) in <e2> ovarian cancer </e2> cells.	1	VEGF	ovarian cancer
Induction of <e1> ErbB-3 </e1> expression by alpha6beta4 integrin contributes to tamoxifen resistance in ERbeta1-negative <e2> breast carcinomas </e2> .	0	ErbB-3	breast carcinomas
<e1> Scavenger receptor class A, member 3 </e1> (SCARA3) was previously found to be overexpressed in ovarian/primary peritoneal carcinoma (OC/PPC) compared with <e2> breast carcinoma </e2> effusions by global gene expression analysis.	0	Scavenger receptor class A, member 3	breast carcinoma
Quercetin-induced growth inhibition and cell death in prostatic carcinoma cells ( <e2> PC-3 </e2> ) are associated with increase in <e1> p21 </e1> and hypophosphorylated retinoblastoma proteins expression.	0	p21	PC-3
These results suggest that TMS may inhibit the cell cycle through induction of p27( <e1> kip1 </e1> ), leading to apoptotic cell death in <e2> PC-3 </e2> prostate cancer cells.	1	kip1	PC-3
In conclusion, HGF up-regulates the expression of the <e1> bone morphogenetic protein receptors </e1> , BMPR-IB and BMPR-II, in <e2> prostate cancer </e2> cells, both in vitro and in vivo.	0	bone morphogenetic protein receptors	prostate cancer
The epidermal growth factor (EGF) and EGF receptor ( <e1> EGFR </e1> ) family are often overexpressed in various human cancers including <e2> ovarian cancer </e2> .	0	EGFR	ovarian cancer
Treatment of the androgen-independent human prostate cancer cells <e2> PC-3 </e2> with doxazosin resulted in a strong <e1> caspase-3 </e1> activation within 24 h, whereas tamsulosin, a sulphonamide-based alpha 1-adrenoceptor antagonist, had no significant apoptotic effect against prostate cancer cells.	0	caspase-3	PC-3
<e1> Estrogen receptor alpha 46 </e1> is reduced in tamoxifen resistant <e2> breast cancer </e2> cells and re-expression inhibits cell proliferation and estrogen receptor alpha 66-regulated target gene transcription.	0	Estrogen receptor alpha 46	breast cancer
In addition, even a transient, siRNA-mediated <e1> p21 </e1> suppression in fibroblasts sufficiently stimulates <e2> MCF7 </e2> and MDA-MB-231 growth in vivo.	1	p21	MCF7
In the adjacent <e2> prostate adenocarcinoma </e2> glands, the <e1> beta 1C variant </e1> was dramatically down-regulated in 27 of 34 (79%) analyzed cases, whereas the expression and distribution of its wild-type counterpart, beta 1A, remained unchanged.	0	beta 1C variant	prostate adenocarcinoma
The <e1> multidrug transporter <e2> breast cancer </e2> resistance protein </e1> (BCRP/ABCG2) is strongly induced in the mammary gland during pregnancy and lactation.	0	multidrug transporter <e2> breast cancer </e2> resistance protein	breast cancer
Adipocyte expression and circulating levels of <e1> leptin </e1> increase in both gynaecological and <e2> breast cancer </e2> patients.	0	leptin	breast cancer
Out of seven isoforms of gal8, the proto isoform <e1> gal8e </e1> and our newly discovered proto isoform gal8g were upregulated in <e2> LNCaP </e2> cells compared to PrEC, whereas the two tandem-repeat isoforms gal8a and gal8b were equally expressed in these cells.	0	gal8e	LNCaP
The Src inhibitor, PP1, prevents hormone stimulation of <e1> Akt </e1> and PI3-kinase activities in <e2> MCF-7 </e2> cells.	0	Akt	MCF-7
GSK3 inhibition using 6-bromoindirubin-3'-oxime suppressed <e1> hTERT </e1> expression, telomerase activity and telomere length in several cancer cell lines and growth and hTERT expression in <e2> ovarian cancer </e2> xenografts.	0	hTERT	ovarian cancer
Here, we show that the developmental regulator <e1> Six1 </e1> is overexpressed in <e2> ovarian carcinoma </e2> cell lines (OCC) compared with normal ovarian surface epithelium.	0	Six1	ovarian carcinoma
Our results suggest that in <e2> MCF-7 </e2> cells Ang II activates multiple signalling pathways involving PKC-zeta, PI3K and MAPK; of these pathways only PKC-zeta appears responsible for the induction of <e1> c-fos </e1> .	0	c-fos	MCF-7
We have shown previously that although <e1> AP-2 </e1> is expressed highly in normal prostatic epithelium, its expression is lost in high-grade prostatic intraepithelial neoplasia and <e2> prostate cancer </e2> , suggesting that loss of AP-2 plays a role in prostate cancer development.	1	AP-2	prostate cancer
In this study we show that oestradiol decreased secreted <e1> sVEGFR-1 </e1> , increased secreted VEGF, and decreased the ratio of sVEGFR-1/VEGF in <e2> MCF-7 </e2> human breast cancer cells.	0	sVEGFR-1	MCF-7
Treatment of <e2> MCF-7 </e2> cells with the peroxisome proliferator-activated receptor (PPAR) gamma agonists ciglitazone or 15-deoxy-Delta 12,14-prostaglandin J2 resulted in a concentration- and time-dependent decrease of <e1> cyclin D1 </e1> and estrogen receptor (ER) alpha proteins, and this was accompanied by decreased cell proliferation and G(1)-G(0)-->S-phase progression.	0	cyclin D1	MCF-7
The most prominent of these progressive changes is the up-regulation of <e1> AR </e1> that occurs in &gt;90% <e2> of prostate canc </e2> ers.	0	AR	of prostate canc
Abdominopelvic tuberculosis simulating disseminated <e2> ovarian carcinoma </e2> with elevated <e1> CA-125 </e1> level: report of two cases.	0	CA-125	ovarian carcinoma
In <e2> ovarian carcinomas </e2> , decreased <e1> TSLC1 </e1> expression was significantly correlated with lymph node metastasis (pN, P = 0.001), distant metastasis (pM, P = 0.028), and more advanced International Federation of Gynecology and Obstetrics stages (P = 0.008).	1	TSLC1	ovarian carcinomas
Angiogenic cytokines such as vascular endothelial growth factor ( <e1> VEGF </e1> ) have been identified in <e2> prostate cancer </e2> cells and tumours, and androgens appear to stimulate VEGF.	0	VEGF	prostate cancer
Carbohydrate antigen expression in primary tumors, metastatic lesions, and serous effusions from patients diagnosed with epithelial <e2> ovarian carcinoma </e2> : evidence of up-regulated Tn and <e1> Sialyl Tn antigen </e1> expression in effusions.	0	Sialyl Tn antigen	ovarian carcinoma
Transfection with <e1> GSK-3betaS9A </e1> to upregulate the GSK-3beta activity resulted in the increase of BrdU incorporation in <e2> SKOV3 </e2> cells compared with that in the control vector.	0	GSK-3betaS9A	SKOV3
Resveratrol- and EGCG-induced apoptosis is associated with a significant down-regulation of <e1> CK2 </e1> activity and protein expression in both the ALVA-41 and <e2> PC-3 </e2> cells.	0	CK2	PC-3
Progression of benign <e2> prostate cancer </e2> to malignant metastasis is linked to increased production of basic fibroblast growth factor ( <e1> bFGF </e1> ), a powerful mitogen.	0	bFGF	prostate cancer
Activation and overexpression of <e1> centrosome kinase BTAK/Aurora-A </e1> in human <e2> ovarian cancer </e2> .	0	centrosome kinase BTAK/Aurora-A	ovarian cancer
Inhibition of <e1> aromatase </e1> is an important approach for reducing growth stimulatory effects of estrogens in hormone-dependent <e2> breast cancer </e2> .	1	aromatase	breast cancer
Our findings of increased <e1> HIF-1alpha protein </e1> expression in <e2> BPH </e2> and Pca specimens suggests the potential role of this protein in BPH and Pca.	0	HIF-1alpha protein	BPH
First, a comprehensive serial immunohistochemical analysis of primary and metastatic <e2> prostate cancer </e2> samples showed increased stage-specific expression of <e1> IL-11Ralpha </e1> during disease progression.	0	IL-11Ralpha	prostate cancer
Decreased protein expression of the <e1> TSLC1 gene </e1> might be important in conferring a more aggressive behavior in <e2> ovarian carcinoma </e2> .	1	TSLC1 gene	ovarian carcinoma
Overall, these results implicate inhibition of <e1> DNA-PK </e1> as a component of TLK286 cytotoxicity and provide a rationale for its use in the clinical management of cisplatin-resistant <e2> ovarian cancer </e2> .	0	DNA-PK	ovarian cancer
The levels of <e1> TAT </e1> and FDP were significantly higher in patients with <e2> ovarian cancer </e2> compared to the control group (both: p less than 0.01), and these levels were higher than in other gynecological malignancies.	0	TAT	ovarian cancer
<e1> miR-9 </e1> is overexpressed in several cancer forms, including brain tumours, hepatocellular carcinomas, <e2> breast cancer </e2> and Hodgkin lymphoma (HL).	0	miR-9	breast cancer
The <e1> MMP-9 </e1> levels decreased in a time-dependent manner (3, 8, 24 h) and the addition of anti-IL-6 antibodies to <e2> SKOV-3 </e2> cell cultures significantly decreased their capacity to secrete MMP-9, particularly after 8 h of incubation.	0	MMP-9	SKOV-3
In addition, we showed GnRH-II antagonist-induced activation of <e1> caspase-3 </e1> in <e2> MDA-MB-231 </e2> human breast cancer cells.	0	caspase-3	MDA-MB-231
L-mimosine blocks cell proliferation via upregulation of <e1> B-cell translocation gene 2 </e1> and N-myc downstream regulated gene 1 in <e2> prostate carcinoma </e2> cells.	1	B-cell translocation gene 2	prostate carcinoma
These findings indicate that <e1> FoxM1 </e1> depletion causes cell death due to mitotic catastrophe and that inhibiting FoxM1 represents a therapeutic strategy to target <e2> breast cancer </e2> .	1	FoxM1	breast cancer
While expression of Bcl-2, <e1> Bcl-X </e1> (L), Hsp 70 and 90 was increased, expression of Bax and caspases 8 and 3 was significantly lower in both human as well as canine <e2> mammary tumor </e2> tissues compared to corresponding adjacent tissues.	0	Bcl-X	mammary tumor
Down-regulation of <e1> beta 1C integrin </e1> , an inhibitor of cell proliferation, in <e2> prostate carcinoma </e2> .	0	beta 1C integrin	prostate carcinoma
We found a correlation between ErbB2 expression and activation of Pak in estrogen receptor-positive human <e2> breast tumor </e2> samples and observed that in 3D cultures, activation of Rac-Pak1 pathway by ErbB2 homodimers induced growth factor-independent proliferation and promoted disruption of 3D mammary acinar-like structures through activation of the <e1> Erk </e1> and Akt pathways.	0	Erk	breast tumor
Up-regulated expression of <e1> AR </e1> and GRP78 expression in untreated <e2> prostate cancer </e2> predicts a less favourable outcome.	0	AR	prostate cancer
<e1> p53 </e1> overexpression, identified by immunohistochemistry, and p53 mutations, identified by single-strand conformational polymorphism (SSCP) and DNA sequencing, have been described in <e2> ovarian cancers </e2> .	0	p53	ovarian cancers
In the former group, <e1> ErbB2 </e1> overexpression was strongly associated with increased risk of recurrence (RR = 4.7; 95% CI, 2.1-10.4) and <e2> breast cancer </e2> death (RR = 5.4; 95% CI, 2.3-12.6).	0	ErbB2	breast cancer
Isosilybin B (10-90 microM) treatment decreased the AR and prostate specific antigen ( <e1> PSA </e1> ) levels in LNCaP, <e2> 22Rv1 </e2> and LAPC4 cells, but not in non-neoplastic human prostate epithelial PWR-1E cells.	0	PSA	22Rv1
Compared with primary <e2> prostate tumors </e2> , castration-resistant metastases displayed alterations in genes encoding steroidogenic enzymes, including up-regulated expression of FASN, CYP17A1, HSD3B1, HSD17B3, CYP19A1, and <e1> UGT2B17 </e1> and down-regulated expression of SRD5A2 (P < 0.001 for all).	0	UGT2B17	prostate tumors
Significantly decreased, or complete loss of, protein expression of the <e1> TSLC1 gene </e1> was observed in 59% <e2> ovarian carcinomas </e2> , 45% borderline tumors, and 7% cystadenomas, but in none of the normal ovaries (0%).	0	TSLC1 gene	ovarian carcinomas
To evaluate retrospectively the effectiveness of transurethral resection of the prostate (TURP) in diagnosing <e2> prostate cancer </e2> in patients with obstructive voiding symptoms and a history of negative transrectal prostate biopsy but elevated prostate-specific antigen ( <e1> PSA </e1> ) and/or abnormal digital rectal examination (DRE).	0	PSA	prostate cancer
Conversely, ectopic <e1> Pak1 </e1> overexpression enhanced <e2> ovarian cancer </e2> cell migration and invasion in a kinase-dependent manner, along with increased p38 activation.	1	Pak1	ovarian cancer
In <e2> MDA-MB-231 </e2> breast carcinoma cells, Taxo did not interfere with the re-activation of E-cadherin and <e1> maspin genes </e1> by 5-AZA-CdR.	0	maspin genes	MDA-MB-231
Hepatocyte growth factor up-regulates the expression of the bone morphogenetic protein (BMP) receptors, <e1> BMPR-IB </e1> and BMPR-II, in human <e2> prostate cancer </e2> cells.	0	BMPR-IB	prostate cancer
Downmodulation of <e1> caveolin-1 </e1> expression in human <e2> ovarian carcinoma </e2> is directly related to alpha-folate receptor overexpression.	0	caveolin-1	ovarian carcinoma
These findings therefore suggest that <e1> Akt </e1> activation induces endocrine resistance in metastatic <e2> breast cancer </e2> , irrespective of the kind of endocrine agents that were administered.	1	Akt	breast cancer
miR 488* inhibits <e1> androgen receptor </e1> expression in <e2> prostate carcinoma </e2> cells.	0	androgen receptor	prostate carcinoma
<e1> HER2 </e1> overexpression/amplification, which is an early event in <e2> breast cancer </e2> development, is associated with a poor prognosis and may predict response to therapy.	0	HER2	breast cancer
Thus, <e1> ING1 </e1> mutation is very rare in breast or <e2> ovarian cancers </e2> , however, repression of ING1 expression frequently accompanies tumour development of breast cancer.	0	ING1	ovarian cancers
Treatment with the oxidizing agents H2O2 and menadione produced an increase in <e1> gamma-glutamyl transpeptidase </e1> activity in <e2> LNCaP </e2> cells, whereas treatment with the antioxidant compound ascorbic acid (100 mM) reduced the oxidative stress produced in LNCaP cells by 1 nM R1881 and completely blocked the gamma-glutamyl transpeptidase activity.	0	gamma-glutamyl transpeptidase	LNCaP
In vivid contrast, antisense oligodeoxynucleotides to <e1> L-FABP </e1> (overexpressed in <e2> prostate cancer </e2> ) decreased proliferation and caused apoptosis.	1	L-FABP	prostate cancer
Down-regulation of <e1> ATM protein </e1> sensitizes human <e2> prostate cancer </e2> cells to radiation-induced apoptosis.	1	ATM protein	prostate cancer
<e1> PTOV1 </e1> was recently identified as a novel gene and protein during a differential display screening for genes overexpressed in <e2> prostate cancer </e2> .	0	PTOV1	prostate cancer
<e1> Maspin </e1> is a noninhibitory member of the serpin family that is down-regulated in <e2> breast carcinoma </e2> but overexpressed in pancreatic carcinoma.	0	Maspin	breast carcinoma
<e1> CTEN (C-terminal tensin-like) </e1> , a novel oncogene overexpressed in invasive <e2> breast carcinoma </e2> of poor prognosis.	0	CTEN (C-terminal tensin-like)	breast carcinoma
Importantly, this signaling circuit is manifest in human cancer cells and in a mouse model of ErbB2-driven <e2> breast cancer </e2> , where <e1> IL6 </e1> loss significantly impairs tumorigenesis.	1	IL6	breast cancer
DPPIV reexpression in <e2> prostate cancer </e2> cells blocks nuclear localization of <e1> bFGF </e1> , reduces bFGF levels, inhibits mitogen-activated protein kinase (MAPK)-extracellular signal-regulated kinase (ERK)1/2 activation, and decreases levels of urokinase-type plasminogen activator, known downstream effectors of bFGF signaling pathway.	0	bFGF	prostate cancer
Our studies implicate that the overexpressed GRB7 and <e1> GRB7v </e1> are associated with high-grade tumors and exert distinct tumorigenic functions through regulating different signaling pathways in <e2> ovarian cancer </e2> cells.	0	GRB7v	ovarian cancer
Moreover, the poor prognosis of breast and <e2> ovarian cancers </e2> that overexpress <e1> p185 </e1> (c-erbB2) could relate in part to enhanced invasiveness rather than to increased proliferative capacity.	0	p185	ovarian cancers
Increased <e1> p130cas </e1> expression is associated with poor clinical outcome in human <e2> ovarian carcinoma </e2> , and p130cas gene silencing decreases tumor growth through stimulation of apoptotic and autophagic cell death.	1	p130cas	ovarian carcinoma
Methylseleninic acid enhances taxane drug efficacy against human <e2> prostate cancer </e2> and down-regulates antiapoptotic proteins <e1> Bcl-XL </e1> and survivin.	0	Bcl-XL	prostate cancer
<e1> PDLIM4 mRNA </e1> and protein-expression levels were reduced in LNCaP, LAPC4, DU145, CWR22, and <e2> PC3 </e2> prostate cancer cells.	0	PDLIM4 mRNA	PC3
In this study we show that oestradiol decreased secreted s <e1> VEGF </e1> R-1, increased secreted VEGF, and decreased the ratio of sVEGFR-1/VEGF in <e2> MCF-7 </e2> human breast cancer cells.	0	VEGF	MCF-7
Herein, we demonstrate that loss of <e1> Pfn1 </e1> expression leads to slower but more stable lamellipodial protrusion thereby enhancing the net protrusion rate and the overall motility of <e2> MDA-MB-231 </e2> breast cancer cells.	1	Pfn1	MDA-MB-231
<e2> OVCA420 </e2> , a cell line that is dramatically growth inhibited by TGF beta 1, significantly induced <e1> CIP1 </e1> expression in response to TGF beta 1.	0	CIP1	OVCA420
We conclude that elevated expression of <e1> AKR1C3 </e1> is highly associated with <e2> prostate carcinoma </e2> .	0	AKR1C3	prostate carcinoma
In addition, the higher <e2> PA1 </e2> cell responsiveness to endogenous compared with exogenous <e1> activin </e1> , suggests that activin overexpression in PA1 cells may up-regulate an activin signaling component, or down-regulate an activin signaling inhibitor.	0	activin	PA1
All of the test compounds (10 nM) substantially inhibited <e1> estrogen sulfatase </e1> activity of intact <e2> MDA-MB-231 </e2> cells.	0	estrogen sulfatase	MDA-MB-231
Previous studies by us and others, with androgen-sensitive <e2> prostate cancer </e2> cell lines, have demonstrated that androgen deprivation results in activation/overexpression of Akt, <e1> COX-2 </e1> , and MMP-9 in cells.	0	COX-2	prostate cancer
PKC isozyme analysis revealed that chronic PDBu treatment caused downregulation of <e1> PKC-alpha and -epsilon </e1> in <e2> DU-145 </e2> cells.	0	PKC-alpha and -epsilon	DU-145
More interestingly, however, <e1> MMP-9 </e1> expression and fibronectin concentration were significantly elevated and the activated forms of both MMP-9 and MMP-2 were more frequent in <e2> ovarian cancer </e2> patients who developed recurrent disease.	0	MMP-9	ovarian cancer
Our results support ongoing therapeutic attempts of <e1> EGFR </e1> inhibition in subgroups of patients with <e2> prostate cancer </e2> .	0	EGFR	prostate cancer
Adipocyte expression and circulating levels of <e1> leptin </e1> increase in both gynaecological and <e2> breast cancer </e2> patients.	0	leptin	breast cancer
Neurofibromin 1 ( <e1> NF1 </e1> ) defects are common in human <e2> ovarian serous carcinomas </e2> and co-occur with TP53 mutations.	0	NF1	ovarian serous carcinomas
Coordinate up-regulation of <e1> TMEM97 </e1> and cholesterol biosynthesis genes in normal ovarian surface epithelial cells treated with progesterone: implications for pathogenesis of <e2> ovarian cancer </e2> .	0	TMEM97	ovarian cancer
In clinical <e2> prostate cancer </e2> specimens from patients with varying grades of disease, the stained tissue sections showed high levels of <e1> SREBP-1 protein </e1> compared with noncancerous prostate tissue.	0	SREBP-1 protein	prostate cancer
Although expressed at low levels in some normal human tissues, including the ovary, CLDN3 and <e1> CLDN4 </e1> are highly up-regulated in epithelial <e2> ovarian cancers </e2> of all subtypes.	0	CLDN4	ovarian cancers
Loss of <e1> BRCA2 </e1> promotes <e2> prostate cancer </e2> cell invasion through up-regulation of matrix metalloproteinase-9.	1	BRCA2	prostate cancer
In this study, using in vitro model system we show that DPPIV loss is associated with increased <e1> bFGF </e1> production in metastatic <e2> prostate cancer </e2> cells.	0	bFGF	prostate cancer
<e1> OC </e1> expression is elevated in <e2> prostate tumor </e2> cells and in prostate and bone stromal cells interdigitating with both localized and metastatic prostate epithelium.	0	OC	prostate tumor
The malignant ovarian epithelial phenotype has been associated with (1) autocrine growth stimulation by transforming growth factor-alpha, (2) loss of autocrine growth inhibition by transforming growth factor-beta, (3) mutation or amplification of ras in 2-12% of cases, (4) amplification of myc in 23% of specimens, (5) expression of fms in 56% of cases with potential autocrine stimulation by macrophage colony stimulating factor, (6) paracrine stimulation by macrophage products including interleukin-1, interleukin-6 and tumor necrosis factor, (7) overexpression of <e1> c-erbB-2 </e1> (HER-2/neu) in 30% of cases, and (8) mutation with consequent overexpression of p53 in 50% of advanced <e2> ovarian cancers </e2> .	0	c-erbB-2	ovarian cancers
These results show that CLDN3 and <e1> CLDN4 </e1> are frequently up-regulated in <e2> ovarian tumors </e2> and cell lines and may represent novel markers for this disease.	0	CLDN4	ovarian tumors
In keeping with our clinical data, activation of AR by dihydrotestosterone (DHT) potently activated <e1> GRP78 </e1> expression in both <e2> LNCaP </e2> and LNCaP-CR cells.	0	GRP78	LNCaP
Overexpression of <e1> clusterin </e1> in <e2> LNCaP </e2> cells confers resistance to both androgen ablation and chemotherapy.	1	clusterin	LNCaP
A higher increase of the expression and maximal pixel intensity of <e1> ICAM-1 </e1> , VCAM-1 and P-selectin was observed in endothelial cells cocultured with c-erbB2-positive <e2> breast carcinoma </e2> cells as compared to endothelial cells cocultured with c-erbB2-negative cell line.	0	ICAM-1	breast carcinoma
These events result in increased accumulation of <e1> AR </e1> and thus enhanced growth of <e2> prostate cancer </e2> cells at low levels of androgen.	1	AR	prostate cancer
In both <e2> PC-3 </e2> and PC-3U cells, TGF-beta 1 was found to stimulate the induction of <e1> fibronectin </e1> and plasminogen activator inhibitor-1 and the expression of junB mRNA, and PMA did not affect these responses.	0	fibronectin	PC-3
Here we show that heterozygous inactivation of the tumor suppressor gene Pten leads to the formation of basal-like mammary tumors in mice, and that loss of <e1> PTEN </e1> expression is significantly associated with the BBC subtype in human sporadic and BRCA1-associated hereditary <e2> breast cancers </e2> .	0	PTEN	breast cancers
The frequencies of loss for areas known to be frequently deleted in <e2> prostate cancer </e2> , such as <e1> 6q </e1> , 8p, or 13q, were not different between the two groups.	0	6q	prostate cancer
In conclusion, our results demonstrate that growth inhibition of <e2> LNCaP </e2> cells by 1,25-(OH)2D3 and 9-cis RA is mediated by an AR-dependent mechanism and preceded by the induction of <e1> AR gene </e1> expression.	0	AR gene	LNCaP
The inhibition of <e1> aromatase </e1> activity by these imidazole derivatives as second line therapy for patients with hormone dependent <e2> breast cancer </e2> appears to be a favorable alternative form of hormone ablative therapy and holds considerable promise for the treatment of this malignancy.	1	aromatase	breast cancer
Oestrogen receptor-alpha ( <e1> ERalpha </e1> ) is an important prognostic marker in <e2> breast cancer </e2> and endocrine therapies are designed to inhibit or prevent ERalpha activity.	1	ERalpha	breast cancer
(II) Up-regulation of <e1> VDR </e1> in <e2> ovarian carcinomas </e2> is not exclusively induced by an increase of proliferation, but by different unknown mechanisms.	0	VDR	ovarian carcinomas
We therefore conclude that <e1> MUC18 </e1> expression is increased during <e2> prostate cancer </e2> initiation (high grade PIN) and progression to carcinoma, and in metastatic cell lines and metastatic carcinoma.	0	MUC18	prostate cancer
The lack of <e1> Cyclin D1 </e1> was associated with a compensatory upregulation of Cyclin D3, which explains why the targeted downregulation of Cyclin D1 in established <e2> mammary tumors </e2> had no effect on cancer cell proliferation.	0	Cyclin D1	mammary tumors
Overexpression of p185(c-erbB2) ( <e1> p185/NEU/HER2 </e1> ) by tumor cells is associated with a poor prognosis in many but not all studies of breast and <e2> ovarian cancer </e2> .	0	p185/NEU/HER2	ovarian cancer
Single-chain antibody-mediated inhibition of <e1> Bcl-2 </e1> in <e2> SKOV3 </e2> cells was associated with increased growth rates and more rapid cell cycle progression.	1	Bcl-2	SKOV3
The gene array revealed decreased expression of ADAMTS1, ephrin-A5, fibronectin 1, and neuropilin 1 in <e2> LNCaP </e2> -19 compared to LNCaP, while expression of midkine and <e1> VEGF </e1> were increased.	0	VEGF	LNCaP
We found that the functional disruption of <e1> IGF-1R </e1> markedly influences <e2> breast cancer </e2> metastasis in nude mice by suppressing cellular adhesion, invasion, and metastasis of breast cancer cells to the lung, lymph nodes, and lymph vessels.	1	IGF-1R	breast cancer
A decrease in <e1> PSA </e1> level is associated with both survival and response in soft tissue lesions and should be incorporated into the response criteria and reporting of trials of cytotoxic agents in <e2> prostate cancer </e2> .	0	PSA	prostate cancer
Knockdown of <e1> GC UNC-45 </e1> reduced the spreading ability of <e2> ovarian cancer </e2> cells whereas it was enhanced by GC UNC-45 overexpression.	1	GC UNC-45	ovarian cancer
Pronounced increases in the concentration of an <e2> ovarian tumor </e2> marker, <e1> CA-125 </e1> , in serum of a healthy subject during menstruation.	0	CA-125	ovarian tumor
The proportion of <e1> PSA-ACT </e1> is increased in <e2> prostate cancer </e2> (PCa), but immunologic determination of PSA-ACT is hampered by a background produced by nonspecific adsorption of ACT to the solid phase.	0	PSA-ACT	prostate cancer
Overexpression of <e1> PIM-1 </e1> is a potential biomarker in <e2> prostate carcinoma </e2> .	0	PIM-1	prostate carcinoma
Basal levels and adrenocorticotropic hormone (ACTH)-induced increments (delta-values) of serum cortisol, dehydroepiandrosterone (DHA), dehydroepiandrosterone sulfate (DHAS), 4-androstene-3, 17-dione (A4), and 17-hydroxyprogesterone (170HP); basal testosterone (T), <e1> luteinizing hormone </e1> (LH), serum ASAT, gamma-GT, and albumin were measured in <e2> prostatic cancer </e2> patients before and after 6 months of treatment with LH-RH-agonist, with flutamide, and with LH-RH-agonist + flutamide, respectively.	0	luteinizing hormone	prostatic cancer
Heregulin and agonistic anti- <e1> p185 </e1> (c-erbB2) antibodies inhibit proliferation but increase invasiveness of <e2> breast cancer </e2> cells that overexpress p185(c-erbB2): increased invasiveness may contribute to poor prognosis.	0	p185	breast cancer
Interestingly, <e2> ovarian cancer </e2> patients (n = 42) with G-A/G-A homozygous genotype had increased expression of <e1> LTBP-1 </e1> and apparently poorer survival than those with other genotypes (P = 0.02).	0	LTBP-1	ovarian cancer
<e1> Six1 </e1> overexpression in <e2> ovarian carcinoma </e2> causes resistance to TRAIL-mediated apoptosis and is associated with poor survival.	1	Six1	ovarian carcinoma
By immunohistochemical analysis, we have found that <e1> PTOV1 </e1> is overexpressed in 71% of 38 <e2> prostate carcinomas </e2> and in 80% of samples with prostate intraepithelial neoplasia.	0	PTOV1	prostate carcinomas
We also found that the expression of tumour necrosis factor receptor 2 and death receptor 3 ( <e1> DR3 </e1> ) was increased in <e2> PC3 </e2> cells, and the expression of FAS and DR3 was increased in SW620 cells by co-culture with NK-92 cells.	0	DR3	PC3
Transfection with the kinase-inactive mutant of Akt or TM of FKHRL1 induced the activity of the <e1> Fas ligand promoter </e1> in <e2> Caov-3 </e2> cells.	0	Fas ligand promoter	Caov-3
Hyperactivation of the insulin-like growth factor I receptor ( <e1> IGF-IR </e1> ) contributes to primary <e2> breast cancer </e2> development, but the role of the IGF-IR in tumor metastasis is unclear.	1	IGF-IR	breast cancer
